"MouseGene","MUSENSG","HumanGene"
"1700013F07Rik","ENSMUSG00000027886","C1orf194"
"Pou5f2","ENSMUSG00000093668","POU5F2"
"Gpx6","ENSMUSG00000004341","GPX6"
"Ttc32","ENSMUSG00000066637","TTC32"
"Tex48","ENSMUSG00000058935","TEX48"
"Eppin","ENSMUSG00000017733","EPPIN-WFDC6"
"Lyrm7","ENSMUSG00000020268","LYRM7"
"Nme5","ENSMUSG00000035984","NME5"
"Fam71e1","ENSMUSG00000051113","FAM71E1"
"Fpgt","ENSMUSG00000053870","FPGT"
"Akap13","ENSMUSG00000066406","AKAP13"
"Paqr9","ENSMUSG00000064225","PAQR9"
"Zc3h14","ENSMUSG00000021012","ZC3H14"
"Cfap161","ENSMUSG00000011154","CFAP161"
"Spata45","ENSMUSG00000057072","SPATA45"
"Ep400","ENSMUSG00000029505","EP400"
"Dnali1","ENSMUSG00000042707","DNALI1"
"Rsph9","ENSMUSG00000023966","RSPH9"
"Sgf29","ENSMUSG00000030714","SGF29"
"Capsl","ENSMUSG00000039676","CAPSL"
"Nhej1","ENSMUSG00000026162","NHEJ1"
"Spata9","ENSMUSG00000021590","SPATA9"
"Acyp2","ENSMUSG00000060923","ACYP2"
"Prr29","ENSMUSG00000009210","PRR29"
"Fggy","ENSMUSG00000028573","FGGY"
"Zbtb4","ENSMUSG00000018750","ZBTB4"
"Yipf7","ENSMUSG00000029158","YIPF7"
"Krtap9-3","ENSMUSG00000049809","KRTAP1-3"
"Dusp9","ENSMUSG00000031383","DUSP9"
"Malsu1","ENSMUSG00000029815","MALSU1"
"Ndufaf2","ENSMUSG00000068184","NDUFAF2"
"Pcdh1","ENSMUSG00000051375","PCDH1"
"Calml4","ENSMUSG00000032246","CALML4"
"Tm4sf5","ENSMUSG00000018919","TM4SF5"
"Kdm5b","ENSMUSG00000042207","KDM5B"
"Wnk2","ENSMUSG00000037989","WNK2"
"Chmp4b","ENSMUSG00000038467","CHMP4B"
"Gns","ENSMUSG00000034707","GNS"
"Med25","ENSMUSG00000002968","MED25"
"Smim15","ENSMUSG00000071180","SMIM15"
"Rps25","ENSMUSG00000009927","RPS25"
"Fastkd2","ENSMUSG00000025962","FASTKD2"
"Kxd1","ENSMUSG00000055553","KXD1"
"Spaca3","ENSMUSG00000053184","SPACA3"
"Tex30","ENSMUSG00000026049","TEX30"
"Metap1","ENSMUSG00000005813","METAP1"
"Mageh1","ENSMUSG00000047238","MAGEH1"
"Snapc1","ENSMUSG00000021113","SNAPC1"
"1700029I15Rik","ENSMUSG00000044916","C11orf94"
"Spata25","ENSMUSG00000017767","SPATA25"
"Ccdc172","ENSMUSG00000025090","CCDC172"
"Rai14","ENSMUSG00000022246","RAI14"
"Ssmem1","ENSMUSG00000029784","SSMEM1"
"1700020A23Rik","ENSMUSG00000027409","C20orf141"
"Wdr54","ENSMUSG00000030032","WDR54"
"Lin37","ENSMUSG00000036845","LIN37"
"Bicdl1","ENSMUSG00000041609","BICDL1"
"Tmem225","ENSMUSG00000040541","TMEM225"
"Rasl10a","ENSMUSG00000034209","RASL10A"
"Pik3r4","ENSMUSG00000032571","PIK3R4"
"Tex22","ENSMUSG00000012211","TEX22"
"Cldn22","ENSMUSG00000038064","CLDN22"
"Ippk","ENSMUSG00000021385","IPPK"
"Nudt16","ENSMUSG00000032565","NUDT16"
"Ripor1","ENSMUSG00000038604","RIPOR1"
"Higd1b","ENSMUSG00000020928","HIGD1B"
"Vsig10l","ENSMUSG00000070604","VSIG10L"
"Anks6","ENSMUSG00000066191","ANKS6"
"Nr2c2ap","ENSMUSG00000071078","NR2C2AP"
"Rilpl1","ENSMUSG00000029392","RILPL1"
"C2cd4b","ENSMUSG00000091956","C2CD4B"
"Fam35a","ENSMUSG00000041471","FAM35A"
"Eif4b","ENSMUSG00000058655","EIF4B"
"Krt24","ENSMUSG00000020913","KRT24"
"Rbm12","ENSMUSG00000089824","RBM12"
"Tmem14a","ENSMUSG00000025933","TMEM14A"
"Cul5","ENSMUSG00000032030","CUL5"
"Vwa5b1","ENSMUSG00000028753","VWA5B1"
"Amotl1","ENSMUSG00000013076","AMOTL1"
"Phf14","ENSMUSG00000029629","PHF14"
"Fam227a","ENSMUSG00000042564","FAM227A"
"Idnk","ENSMUSG00000050002","IDNK"
"Iqcd","ENSMUSG00000029601","IQCD"
"Pank1","ENSMUSG00000033610","PANK1"
"Bcl2l12","ENSMUSG00000003190","BCL2L12"
"Mpp7","ENSMUSG00000057440","MPP7"
"Svip","ENSMUSG00000074093","SVIP"
"Morc4","ENSMUSG00000031434","MORC4"
"Sesn3","ENSMUSG00000032009","SESN3"
"Slc10a6","ENSMUSG00000029321","SLC10A6"
"Ipo4","ENSMUSG00000002319","IPO4"
"Klf17","ENSMUSG00000048626","KLF17"
"9130401M01Rik","ENSMUSG00000101892","C8orf76"
"Dcaf17","ENSMUSG00000041966","DCAF17"
"Dcstamp","ENSMUSG00000022303","DCSTAMP"
"Rab11fip1","ENSMUSG00000031488","RAB11FIP1"
"Plppr5","ENSMUSG00000033342","PLPPR5"
"Brsk2","ENSMUSG00000053046","BRSK2"
"Pnpla5","ENSMUSG00000018868","PNPLA5"
"Adad2","ENSMUSG00000024266","ADAD2"
"Ttc23l","ENSMUSG00000022249","TTC23L"
"Them4","ENSMUSG00000028145","THEM4"
"Lca5","ENSMUSG00000032258","LCA5"
"1700007G11Rik","ENSMUSG00000057816","C4orf22"
"Klhl24","ENSMUSG00000062901","KLHL24"
"Ckap5","ENSMUSG00000040549","CKAP5"
"Smurf1","ENSMUSG00000038780","SMURF1"
"Cdyl2","ENSMUSG00000031758","CDYL2"
"4930444P10Rik","ENSMUSG00000067795","C8orf89"
"4930447C04Rik","ENSMUSG00000021098","C14orf39"
"Nln","ENSMUSG00000021710","NLN"
"Saxo1","ENSMUSG00000028492","SAXO1"
"Tasp1","ENSMUSG00000039033","TASP1"
"Wdr64","ENSMUSG00000026523","WDR64"
"Fam227b","ENSMUSG00000027209","FAM227B"
"Senp2","ENSMUSG00000022855","SENP2"
"Hormad2","ENSMUSG00000020419","HORMAD2"
"Rnf139","ENSMUSG00000037075","RNF139"
"Ispd","ENSMUSG00000043153","ISPD"
"Tex26","ENSMUSG00000029660","TEX26"
"Clec4g","ENSMUSG00000074491","CLEC4G"
"Arl5b","ENSMUSG00000017418","ARL5B"
"Zfp821","ENSMUSG00000031728","ZNF821"
"Adal","ENSMUSG00000027259","ADAL"
"Dcp1a","ENSMUSG00000021962","DCP1A"
"4930578C19Rik","ENSMUSG00000037358","CXorf36"
"Fam184a","ENSMUSG00000019856","FAM184A"
"Vmp1","ENSMUSG00000018171","VMP1"
"Exoc6b","ENSMUSG00000033769","EXOC6B"
"4930579G24Rik","ENSMUSG00000027811","C4orf46"
"Samd7","ENSMUSG00000051860","SAMD7"
"Trappc8","ENSMUSG00000033382","TRAPPC8"
"Zdhhc20","ENSMUSG00000021969","ZDHHC20"
"Dock11","ENSMUSG00000031093","DOCK11"
"Rab30","ENSMUSG00000030643","RAB30"
"Agmat","ENSMUSG00000040706","AGMAT"
"Slain2","ENSMUSG00000036087","SLAIN2"
"Zmym2","ENSMUSG00000021945","ZMYM2"
"Zc3h18","ENSMUSG00000017478","ZC3H18"
"Gon4l","ENSMUSG00000054199","GON4L"
"Cant1","ENSMUSG00000025575","CANT1"
"Ccdc125","ENSMUSG00000048924","CCDC125"
"Ncapg2","ENSMUSG00000042029","NCAPG2"
"Ganc","ENSMUSG00000062646","GANC"
"Mgea5","ENSMUSG00000025220","MGEA5"
"Jakmip1","ENSMUSG00000063646","JAKMIP1"
"Rnf183","ENSMUSG00000063851","RNF183"
"Pcgf5","ENSMUSG00000024805","PCGF5"
"Ttpal","ENSMUSG00000017679","TTPAL"
"Dock8","ENSMUSG00000052085","DOCK8"
"Rapgef2","ENSMUSG00000062232","RAPGEF2"
"Rap2a","ENSMUSG00000051615","RAP2A"
"Lpo","ENSMUSG00000009356","LPO"
"Arhgap15","ENSMUSG00000049744","ARHGAP15"
"Gpsm2","ENSMUSG00000027883","GPSM2"
"Las1l","ENSMUSG00000057421","LAS1L"
"Depdc1a","ENSMUSG00000028175","DEPDC1"
"Faxc","ENSMUSG00000028246","FAXC"
"Mcur1","ENSMUSG00000021371","MCUR1"
"Ccdc138","ENSMUSG00000038010","CCDC138"
"Ppp1r14c","ENSMUSG00000040653","PPP1R14C"
"Fam131b","ENSMUSG00000029861","FAM131B"
"Slc35d3","ENSMUSG00000050473","SLC35D3"
"Lamp5","ENSMUSG00000027270","LAMP5"
"Rsg1","ENSMUSG00000073733","RSG1"
"Snrnp35","ENSMUSG00000029402","SNRNP35"
"Coa5","ENSMUSG00000026112","COA5"
"Usp31","ENSMUSG00000063317","USP31"
"Abca6","ENSMUSG00000044749","ABCA6"
"Adhfe1","ENSMUSG00000025911","ADHFE1"
"Abhd12","ENSMUSG00000032046","ABHD12"
"Med13l","ENSMUSG00000018076","MED13L"
"Stard3nl","ENSMUSG00000003062","STARD3NL"
"Jakmip2","ENSMUSG00000024502","JAKMIP2"
"Agbl3","ENSMUSG00000038836","AGBL3"
"Dnttip1","ENSMUSG00000017299","DNTTIP1"
"Grhpr","ENSMUSG00000035637","GRHPR"
"Rtf1","ENSMUSG00000027304","RTF1"
"Ercc6l2","ENSMUSG00000021470","ERCC6L2"
"Atp6v0e2","ENSMUSG00000039347","ATP6V0E2"
"Slc38a3","ENSMUSG00000010064","SLC38A3"
"Ttc8","ENSMUSG00000021013","TTC8"
"0610040J01Rik","ENSMUSG00000060512","C4orf19"
"Gstk1","ENSMUSG00000029864","GSTK1"
"Tsen54","ENSMUSG00000020781","TSEN54"
"Fads1","ENSMUSG00000010663","FADS1"
"Ndfip2","ENSMUSG00000053253","NDFIP2"
"Tax1bp3","ENSMUSG00000040158","TAX1BP3"
"Gpt","ENSMUSG00000022546","GPT"
"Mfap4","ENSMUSG00000042436","MFAP4"
"Asb5","ENSMUSG00000031519","ASB5"
"Atp11b","ENSMUSG00000037400","ATP11B"
"Erp44","ENSMUSG00000028343","ERP44"
"Pcnp","ENSMUSG00000071533","PCNP"
"Osbp","ENSMUSG00000024687","OSBP"
"Slc18b1","ENSMUSG00000037455","SLC18B1"
"Rab1b","ENSMUSG00000024870","RAB1B"
"Cog2","ENSMUSG00000031979","COG2"
"Rab2b","ENSMUSG00000022159","RAB2B"
"Tgds","ENSMUSG00000022130","TGDS"
"Trmt5","ENSMUSG00000034442","TRMT5"
"Tbx18","ENSMUSG00000032419","TBX18"
"Mtif3","ENSMUSG00000016510","MTIF3"
"Trp53rkb","ENSMUSG00000042854","TP53RK"
"Det1","ENSMUSG00000030610","DET1"
"Slc24a2","ENSMUSG00000037996","SLC24A2"
"Ropn1","ENSMUSG00000022832","ROPN1"
"Cep112","ENSMUSG00000020728","CEP112"
"H2al1m","ENSMUSG00000100200",NA
"Zfp735","ENSMUSG00000060630","ZNF658"
"1700018B08Rik","ENSMUSG00000031809","C16orf95"
"Tex45","ENSMUSG00000040340","TEX45"
"Sun5","ENSMUSG00000027480","SUN5"
"Abcc3","ENSMUSG00000020865","ABCC3"
"Ift43","ENSMUSG00000007867","IFT43"
"1700028K03Rik","ENSMUSG00000089798","C1orf146"
"Gid8","ENSMUSG00000027573","GID8"
"Fam209","ENSMUSG00000027505","FAM209B"
"Lhpp","ENSMUSG00000030946","LHPP"
"Rftn1","ENSMUSG00000039316","RFTN1"
"Daam2","ENSMUSG00000040260","DAAM2"
"Ppp1r18","ENSMUSG00000034595","PPP1R18"
"Prss23","ENSMUSG00000039405","PRSS23"
"Fbxo31","ENSMUSG00000052934","FBXO31"
"Ccdc134","ENSMUSG00000068114","CCDC134"
"Car12","ENSMUSG00000032373","CA12"
"Knl1","ENSMUSG00000027326","KNL1"
"Msrb2","ENSMUSG00000023094","MSRB2"
"Pcolce2","ENSMUSG00000015354","PCOLCE2"
"Haus8","ENSMUSG00000035439","HAUS8"
"Smndc1","ENSMUSG00000025024","SMNDC1"
"3110002H16Rik","ENSMUSG00000024410","C18orf8"
"Lmf1","ENSMUSG00000002279","LMF1"
"Kndc1","ENSMUSG00000066129","KNDC1"
"Glt8d1","ENSMUSG00000021916","GLT8D1"
"Ppp1r3g","ENSMUSG00000050423","PPP1R3G"
"Abhd14b","ENSMUSG00000042073","ABHD14B"
"Ppp1r11","ENSMUSG00000036398","PPP1R11"
"Paqr4","ENSMUSG00000023909","PAQR4"
"Clasp2","ENSMUSG00000033392","CLASP2"
"Ip6k2","ENSMUSG00000032599","IP6K2"
"Commd9","ENSMUSG00000027163","COMMD9"
"Aoc1","ENSMUSG00000029811","AOC1"
"Plet1","ENSMUSG00000032068","PLET1"
"Trappc9","ENSMUSG00000047921","TRAPPC9"
"Lsm8","ENSMUSG00000044155","LSM8"
"Cln6","ENSMUSG00000032245","CLN6"
"Il34","ENSMUSG00000031750","IL34"
"Fam204a","ENSMUSG00000057858","FAM204A"
"Tmem101","ENSMUSG00000020921","TMEM101"
"Ccdc6","ENSMUSG00000048701","CCDC6"
"Atg2b","ENSMUSG00000041341","ATG2B"
"Prss8","ENSMUSG00000030800","PRSS8"
"Snx7","ENSMUSG00000028007","SNX7"
"Qrsl1","ENSMUSG00000019863","QRSL1"
"Rflnb","ENSMUSG00000020846","RFLNB"
"Ift46","ENSMUSG00000002031","IFT46"
"Styxl1","ENSMUSG00000019178","STYXL1"
"Rbmxl2","ENSMUSG00000073894","RBMXL2"
"Spatc1l","ENSMUSG00000009115","SPATC1L"
"Mfsd2a","ENSMUSG00000028655","MFSD2A"
"Faf2","ENSMUSG00000025873","FAF2"
"Mib2","ENSMUSG00000029060","MIB2"
"Ipo11","ENSMUSG00000042590","IPO11"
"Unc5cl","ENSMUSG00000043592","UNC5CL"
"Dnajc18","ENSMUSG00000024350","DNAJC18"
"1700034O15Rik","ENSMUSG00000029867","LLCFC1"
"Hectd3","ENSMUSG00000046861","HECTD3"
"Lrrc27","ENSMUSG00000015980","LRRC27"
"Immt","ENSMUSG00000052337","IMMT"
"Got1l1","ENSMUSG00000039720","GOT1L1"
"Msi2","ENSMUSG00000069769","MSI2"
"Prr30","ENSMUSG00000042888","PRR30"
"Wbscr28","ENSMUSG00000040576","TMEM270"
"Stambpl1","ENSMUSG00000024776","STAMBPL1"
"Lrmda","ENSMUSG00000063458","LRMDA"
"1700113H08Rik","ENSMUSG00000047129","C12orf42"
"Pkd1l2","ENSMUSG00000034416","PKD1L2"
"Wdr38","ENSMUSG00000035295","WDR38"
"Srxn1","ENSMUSG00000032802","SRXN1"
"Actrt3","ENSMUSG00000037737","ACTRT3"
"Cby3","MGI:MGI:1923903","CBY3"
"Upp2","ENSMUSG00000026839","UPP2"
"Mdh1b","ENSMUSG00000025963","MDH1B"
"Cfap70","ENSMUSG00000039543","CFAP70"
"Clip3","ENSMUSG00000013921","CLIP3"
"Spcs3","ENSMUSG00000054408","SPCS3"
"Arfrp1","ENSMUSG00000038671","ARFRP1"
"Ctrc","ENSMUSG00000062478","CTRC"
"Cpb1","ENSMUSG00000011463","CPB1"
"Clasp1","ENSMUSG00000064302","CLASP1"
"Arpc2","ENSMUSG00000006304","ARPC2"
"Catsperg2","ENSMUSG00000049123","CATSPERG"
"Kansl1","ENSMUSG00000018412","KANSL1"
"Ckmt2","ENSMUSG00000021622","CKMT2"
"Creld2","ENSMUSG00000023272","CRELD2"
"Efr3a","ENSMUSG00000015002","EFR3A"
"Snx27","ENSMUSG00000028136","SNX27"
"Dapl1","ENSMUSG00000026989","DAPL1"
"Trdn","ENSMUSG00000019787","TRDN"
"Mospd2","ENSMUSG00000061778","MOSPD2"
"Alpi","ENSMUSG00000079440","ALPP"
"2010005H15Rik","ENSMUSG00000095620","CSTA"
"Wdyhv1","ENSMUSG00000022359","WDYHV1"
"Slc10a7","ENSMUSG00000031684","SLC10A7"
"Cluap1","ENSMUSG00000014232","CLUAP1"
"Mettl4","ENSMUSG00000055660","METTL4"
"Mtif2","ENSMUSG00000020459","MTIF2"
"Ppfia3","ENSMUSG00000003863","PPFIA3"
"Klhdc10","ENSMUSG00000029775","KLHDC10"
"Mzt1","ENSMUSG00000033186","MZT1"
"2410131K14Rik","ENSMUSG00000032840","C12orf49"
"Snip1","ENSMUSG00000050213","SNIP1"
"Tbc1d9b","ENSMUSG00000036644","TBC1D9B"
"Tmem234","ENSMUSG00000028797","TMEM234"
"Usp42","ENSMUSG00000051306","USP42"
"Kdm4c","ENSMUSG00000028397","KDM4C"
"Rpl18a","ENSMUSG00000045128","RPL18A"
"Bri3bp","ENSMUSG00000037905","BRI3BP"
"Armc6","ENSMUSG00000002343","ARMC6"
"Sdccag8","ENSMUSG00000026504","SDCCAG8"
"Fam49a","ENSMUSG00000020589","FAM49A"
"Mtfr1l","ENSMUSG00000046671","MTFR1L"
"Nubpl","ENSMUSG00000035142","NUBPL"
"Dok5","ENSMUSG00000027560","DOK5"
"Hyls1","ENSMUSG00000050555","HYLS1"
"Dtl","ENSMUSG00000037474","DTL"
"Rps9","ENSMUSG00000006333","RPS9"
"Ago4","ENSMUSG00000042500","AGO4"
"Gper1","ENSMUSG00000053647","GPER1"
"Catsper3","ENSMUSG00000021499","CATSPER3"
"Spopl","ENSMUSG00000026771","SPOPL"
"Nlrp14","ENSMUSG00000016626","NLRP14"
"Dcun1d5","ENSMUSG00000032002","DCUN1D5"
"Morn1","ENSMUSG00000029049","MORN1"
"Rhbdd1","ENSMUSG00000026142","RHBDD1"
"Ccdc116","ENSMUSG00000022768","CCDC116"
"Rab36","ENSMUSG00000020175","RAB36"
"Cyfip2","ENSMUSG00000020340","CYFIP2"
"Fam81a","ENSMUSG00000032224","FAM81A"
"Coq8b","ENSMUSG00000003762","COQ8B"
"Memo1","ENSMUSG00000058704","MEMO1"
"Rnft1","ENSMUSG00000020521","RNFT1"
"Cers2","ENSMUSG00000015714","CERS2"
"Mettl15","ENSMUSG00000057234","METTL15"
"Bicd2","ENSMUSG00000037933","BICD2"
"Ralyl","ENSMUSG00000039717","RALYL"
"B3gat1","ENSMUSG00000045994","B3GAT1"
"Golga1","ENSMUSG00000026754","GOLGA1"
"Ssbp4","ENSMUSG00000070003","SSBP4"
"Jade2","ENSMUSG00000020387","JADE2"
"Lrg1","ENSMUSG00000037095","LRG1"
"Mnd1","ENSMUSG00000033752","MND1"
"Timmdc1","ENSMUSG00000002846","TIMMDC1"
"Flywch2","ENSMUSG00000023911","FLYWCH2"
"Arrdc5","ENSMUSG00000073380","ARRDC5"
"Spata46","ENSMUSG00000042800","SPATA46"
"Tsacc","ENSMUSG00000010538","TSACC"
"Arfip2","ENSMUSG00000030881","ARFIP2"
"Hnrnpm","ENSMUSG00000059208","HNRNPM"
"Rbm17","ENSMUSG00000037197","RBM17"
"Lypd5","ENSMUSG00000030484","LYPD5"
"Psapl1","ENSMUSG00000043430","PSAPL1"
"Ndufaf6","ENSMUSG00000050323","NDUFAF6"
"Nt5c2","ENSMUSG00000025041","NT5C2"
"St5","ENSMUSG00000031024","ST5"
"Chmp5","ENSMUSG00000028419","CHMP5"
"Bcas1","ENSMUSG00000013523","BCAS1"
"Slitrk1","ENSMUSG00000075478","SLITRK1"
"2700049A03Rik","ENSMUSG00000034601","KIAA0586"
"Chst1","ENSMUSG00000027221","CHST1"
"Ube2ql1","ENSMUSG00000052981","UBE2QL1"
"3110035E14Rik","ENSMUSG00000067879","C8orf46"
"Scfd1","ENSMUSG00000020952","SCFD1"
"Hdhd2","ENSMUSG00000025421","HDHD2"
"Ddrgk1","ENSMUSG00000068290","DDRGK1"
"Ticrr","ENSMUSG00000046591","TICRR"
"Mpped2","ENSMUSG00000016386","MPPED2"
"Col25a1","ENSMUSG00000058897","COL25A1"
"Slc9a8","ENSMUSG00000039463","SLC9A8"
"2510039O18Rik","ENSMUSG00000044496","KIAA2013"
"Kdm8","ENSMUSG00000030752","KDM8"
"Mrap","ENSMUSG00000039956","MRAP"
"Arfgap2","ENSMUSG00000027255","ARFGAP2"
"Atg16l1","ENSMUSG00000026289","ATG16L1"
"Arsk","ENSMUSG00000021592","ARSK"
"Hyal4","ENSMUSG00000029680","HYAL4"
"Arid2","ENSMUSG00000033237","ARID2"
"Bcl7a","ENSMUSG00000029438","BCL7A"
"Cep83","ENSMUSG00000020024","CEP83"
"Sun1","ENSMUSG00000036817","SUN1"
"Krt76","ENSMUSG00000075402","KRT76"
"Tmco4","ENSMUSG00000041143","TMCO4"
"Ston1","ENSMUSG00000033855","STON1"
"Ccdc183","ENSMUSG00000026940","CCDC183"
"Ints7","ENSMUSG00000037461","INTS7"
"Ankrd11","ENSMUSG00000035569","ANKRD11"
"Ocel1","ENSMUSG00000002396","OCEL1"
"Tanc2","ENSMUSG00000053580","TANC2"
"Tmem181a","ENSMUSG00000038141","TMEM181"
"Gpbp1l1","ENSMUSG00000034042","GPBP1L1"
"Klhl2","ENSMUSG00000031605","KLHL2"
"Mtmr2","ENSMUSG00000031918","MTMR2"
"Il33","ENSMUSG00000024810","IL33"
"Crebrf","ENSMUSG00000048249","CREBRF"
"Hnrnpa0","ENSMUSG00000007836","HNRNPA0"
"Ptgr2","ENSMUSG00000072946","PTGR2"
"Tmem200a","ENSMUSG00000049420","TMEM200A"
"Yif1b","ENSMUSG00000030588","YIF1B"
"Zfp142","ENSMUSG00000026135","ZNF142"
"Nkrf","ENSMUSG00000044149","NKRF"
"Fam162b","ENSMUSG00000019909","FAM162B"
"Raph1","ENSMUSG00000026014","RAPH1"
"Wdr82","ENSMUSG00000020257","WDR82"
"Ankrd55","ENSMUSG00000049985","ANKRD55"
"Axdnd1","ENSMUSG00000026601","AXDND1"
"Sec24a","ENSMUSG00000036391","SEC24A"
"Rab35","ENSMUSG00000029518","RAB35"
"Esrp2","ENSMUSG00000084128","ESRP2"
"C330018D20Rik","ENSMUSG00000024592","C5orf63"
"Heg1","ENSMUSG00000075254","HEG1"
"Tmem116","ENSMUSG00000029452","TMEM116"
"Kidins220","ENSMUSG00000036333","KIDINS220"
"Stk31","ENSMUSG00000023403","STK31"
"Dnhd1","ENSMUSG00000030882","DNHD1"
"Zfp266","ENSMUSG00000060510","ZNF266"
"Mtus2","ENSMUSG00000029651","MTUS2"
"Tmem213","ENSMUSG00000029829","TMEM213"
"Anks1b","ENSMUSG00000058589","ANKS1B"
"Jrkl","ENSMUSG00000079083","JRKL"
"Shisa4","ENSMUSG00000041889","SHISA4"
"Agl","ENSMUSG00000033400","AGL"
"Limch1","ENSMUSG00000037736","LIMCH1"
"Vps33a","ENSMUSG00000029434","VPS33A"
"Tcaf1","ENSMUSG00000036667","TCAF1"
"Spns3","ENSMUSG00000020798","SPNS3"
"Bcl9","ENSMUSG00000038256","BCL9"
"Myh10","ENSMUSG00000020900","MYH10"
"Mboat7","ENSMUSG00000035596","MBOAT7"
"Notum","ENSMUSG00000042988","NOTUM"
"Chst15","ENSMUSG00000030930","CHST15"
"Ddx10","ENSMUSG00000053289","DDX10"
"Usp45","ENSMUSG00000040455","USP45"
"Nup210l","ENSMUSG00000027939","NUP210L"
"Adgrf1","ENSMUSG00000041293","ADGRF1"
"Rbm12b2","ENSMUSG00000052137","RBM12B"
"H2afv","ENSMUSG00000041126","H2AFV"
"Ccdc151","ENSMUSG00000039632","CCDC151"
"Prss36","ENSMUSG00000070371","PRSS36"
"Prelid2","ENSMUSG00000056671","PRELID2"
"Apex2","ENSMUSG00000025269","APEX2"
"Smpd4","ENSMUSG00000005899","SMPD4"
"Efcab6","ENSMUSG00000022441","EFCAB6"
"Sphkap","ENSMUSG00000026163","SPHKAP"
"Prdm8","ENSMUSG00000035456","PRDM8"
"Pramef12","ENSMUSG00000028591","PRAMEF12"
"Snapc3","ENSMUSG00000028483","SNAPC3"
"C330007P06Rik","ENSMUSG00000006423","CXorf56"
"Trat1","ENSMUSG00000030775","TRAT1"
"Ehmt1","ENSMUSG00000036893","EHMT1"
"Mmab","ENSMUSG00000029575","MMAB"
"Lcn12","ENSMUSG00000026943","LCN12"
"Lcn9","ENSMUSG00000023210","LCN9"
"Abcb5","ENSMUSG00000072791","ABCB5"
"Mrps5","ENSMUSG00000027374","MRPS5"
"6030468B19Rik","ENSMUSG00000025573","C17orf99"
"Rnf170","ENSMUSG00000013878","RNF170"
"Adamtsl1","ENSMUSG00000066113","ADAMTSL1"
"Bora","ENSMUSG00000022070","BORA"
"Elp4","ENSMUSG00000027167","ELP4"
"Ermn","ENSMUSG00000026830","ERMN"
"Csrnp3","ENSMUSG00000044647","CSRNP3"
"Dcst1","ENSMUSG00000042672","DCST1"
"Ulbp1","ENSMUSG00000079685","ULBP1"
"Epm2aip1","ENSMUSG00000046785","EPM2AIP1"
"Polq","ENSMUSG00000034206","POLQ"
"Adamtsl2","ENSMUSG00000036040","ADAMTSL2"
"Sla2","ENSMUSG00000027636","SLA2"
"Fam159b","ENSMUSG00000042655","FAM159B"
"Esco1","ENSMUSG00000024293","ESCO1"
"Lrrc42","ENSMUSG00000028617","LRRC42"
"Krba1","ENSMUSG00000042810","KRBA1"
"Tchp","ENSMUSG00000002486","TCHP"
"Mlana","ENSMUSG00000024806","MLANA"
"Msl2","ENSMUSG00000066415","MSL2"
"Thyn1","ENSMUSG00000035443","THYN1"
"Ypel2","ENSMUSG00000018427","YPEL2"
"6030458C11Rik","ENSMUSG00000022195","C5orf22"
"Lbh","ENSMUSG00000024063","LBH"
"Ube2s","ENSMUSG00000060860","UBE2S"
"Yipf6","ENSMUSG00000047694","YIPF6"
"Fam53b","ENSMUSG00000030956","FAM53B"
"Rpgrip1","ENSMUSG00000057132","RPGRIP1"
"Cyp20a1","ENSMUSG00000049439","CYP20A1"
"Hook1","ENSMUSG00000028572","HOOK1"
"Rdh12","ENSMUSG00000021123","RDH12"
"Tmem50b","ENSMUSG00000022964","TMEM50B"
"Nuak1","ENSMUSG00000020032","NUAK1"
"Sbf1","ENSMUSG00000036529","SBF1"
"Ascc3","ENSMUSG00000038774","ASCC3"
"Prr15","ENSMUSG00000045725","PRR15"
"Ccdc150","ENSMUSG00000025983","CCDC150"
"Mccc2","ENSMUSG00000021646","MCCC2"
"Tmem190","ENSMUSG00000013091","TMEM190"
"Cpt1c","ENSMUSG00000007783","CPT1C"
"Lcn8","ENSMUSG00000036449","LCN8"
"Crisp4","ENSMUSG00000025774","CRISP1"
"Sowahb","ENSMUSG00000045314","SOWAHB"
"Msantd4","ENSMUSG00000041124","MSANTD4"
"4930451I11Rik","ENSMUSG00000045989","C16orf92"
"Lpar4","ENSMUSG00000049929","LPAR4"
"Ninl","ENSMUSG00000068115","NINL"
"Tmem210","ENSMUSG00000026963","TMEM210"
"Trappc6b","ENSMUSG00000020993","TRAPPC6B"
"Spint4","ENSMUSG00000017310","SPINT4"
"Cst11","ENSMUSG00000036958","CST11"
"Dnajc21","ENSMUSG00000044224","DNAJC21"
"Acbd7","ENSMUSG00000026644","ACBD7"
"Phf23","ENSMUSG00000018572","PHF23"
"Armcx1","ENSMUSG00000033460","ARMCX1"
"Adgrf4","ENSMUSG00000023918","ADGRF4"
"Iqch","ENSMUSG00000037801","IQCH"
"Zfp712","ENSMUSG00000090641","ZNF726"
"Nxpe2","ENSMUSG00000032028","NXPE2"
"Ralgps2","ENSMUSG00000026594","RALGPS2"
"Mroh9","ENSMUSG00000071890","MROH9"
"Zfp687","ENSMUSG00000019338","ZNF687"
"Klhdc8b","ENSMUSG00000032609","KLHDC8B"
"Map7d2","ENSMUSG00000041020","MAP7D2"
"Creb3l4","ENSMUSG00000027938","CREB3L4"
"Nav2","ENSMUSG00000052512","NAV2"
"Rbsn","ENSMUSG00000014550","RBSN"
"Rps27a","ENSMUSG00000020460","RPS27A"
"Hist3h2ba","ENSMUSG00000056895","HIST1H2BD"
